group,query,video_id
base,AI in 10 years,mERBjn6JotM
base,AI in 10 years,zu4r3YElEz0
base,AI in 10 years,iW-QpBtpzWU
base,AI in 10 years,Rwqh3gk7Y1g
base,AI in 10 years,AG1AzZoE1hs
base,AI in 10 years,gMicQCf3UXE
base,AI in 10 years,8WQpMI3s_Rc
base,AI in 10 years,vTYuAZni8Is
base,AI in 10 years,10LoetyTics
base,AI in 10 years,f-FyMY1LMwI
base,AI in 10 years,vUpP3ULk-OI
base,AI in 10 years,lTMJNHC3ffI
base,AI in 10 years,P_6RhqaMUts
base,AI in 10 years,zQ1POHiR8m8
base,AI in 10 years,wrlNSMtS_dU
base,AI in 10 years,4UeLTsgdZc8
base,AI in 10 years,DFnoQkYUqgU
base,AI in 10 years,OV6TpMNSXFk
base,AI in 10 years,CJHPIYvhrK0
base,AI in 10 years,fIkQ1fyUYNQ
base,AI in 10 years,nzAG99YVd14
base,AI in 10 years,UclrVWafRAI
base,AI in 10 years,2LqevfYkdcg
base,AI in 10 years,5Z6MtMBD-bE
base,AI in 10 years,Isy96puQvYg
base,AI in 10 years,MvwqyC8CjOA
base,AI in 10 years,kE-IJLXd4ZI
base,AI in 10 years,BFU1OCkhBwo
base,AI in 10 years,uNzIVpy528s
base,AI in 10 years,plI1ypfPO5w
base,AI in 10 years,HfOEENEHi9c
base,AI in 10 years,5KVDDfAkRgc
base,AI in 10 years,sPVmEYrS30M
base,AI in 10 years,k_onqn68GHY
base,AI in 10 years,MAgJ9nAa7b4
base,AI in 10 years,gnW-ysrqE50
base,AI in 10 years,E6jPU64L9wg
base,AI in 10 years,79-bApI3GIU
base,AI in 10 years,w4rG5GY9IlA
utopian,AI revolution future,id4YRO7G0wE
utopian,AI revolution future,CRraHg4Ks_g
utopian,AI revolution future,MEtDwwi7bEU
utopian,AI revolution future,jt3Ul3rPXaE
utopian,AI revolution future,1UufaK3pQMg
utopian,AI revolution future,zWM_vXdesqE
utopian,AI revolution future,79-bApI3GIU
utopian,AI revolution future,4aVXJMXCLWk
utopian,AI revolution future,5MWT_doo68k
utopian,AI revolution future,5KVDDfAkRgc
utopian,AI revolution future,Axn3CwrW-nE
utopian,AI revolution future,EDb37y_MhRw
utopian,AI revolution future,m-Wbn1htwdY
utopian,AI revolution future,VZUpzt4thPA
utopian,AI revolution future,U05IWKf94sM
utopian,AI revolution future,YBRyR6FPgl4
utopian,AI revolution future,OA02eRm11JU
utopian,AI revolution future,G4a53RMkyIc
utopian,AI revolution future,5KmopXwjXik
utopian,AI revolution future,tMr5JSZP9cw
utopian,AI revolution future,uoU_1KORocQ
utopian,AI revolution future,RtQmNp5FKsk
utopian,AI revolution future,Otim2mDjsYM
utopian,AI revolution future,LgUjLcxJxVg
utopian,AI revolution future,IpOiRmAEle8
utopian,AI revolution future,pvOLxYhpwO0
utopian,AI revolution future,ZG9MAwSm91c
utopian,AI revolution future,u7gfh7E3g48
utopian,AI revolution future,iddMn6wAn3U
utopian,AI revolution future,X_kqrb8IenA
utopian,AI revolution future,qyH3NxFz3Aw
utopian,AI revolution future,k_onqn68GHY
utopian,AI revolution future,KpOcUrPdx-4
utopian,AI revolution future,0bnxF9YfyFI
utopian,AI revolution future,Ny-qhl4N9dY
utopian,AI revolution future,a4Y_VVuqYyk
utopian,AI revolution future,cIH0_9V8z0Q
utopian,AI revolution future,mERBjn6JotM
utopian,AI revolution future,O6qrzEqAP7A
utopian,AI revolution future,izGCd4HwpWo
utopian,AI revolution future,zEYIcaQwn6s
utopian,AI revolution future,MWMe7yjPYpE
utopian,AI revolution future,sl6bq1iC56Y
utopian,AI revolution future,uMwjKyAPR34
utopian,AI revolution future,asEMh_6BXsU
utopian,AI revolution future,UclrVWafRAI
utopian,AI revolution future,kEWklRsDH6I
utopian,AI revolution future,ZxvPdYMw_Sw
utopian,AI revolution future,GCjmK66x_Yk
utopian,AI revolution future,U84-Ns0qQ1c
utopian,AI revolution future,1pPkVpgHaBM
utopian,AI revolution future,PT6payqqvuk
utopian,AI revolution future,_DokvGZxjwQ
utopian,AI revolution future,P7Y-fynYsgE
utopian,AI revolution future,dM-uonxhalk
utopian,AI revolution future,waidznZ6Z2w
utopian,AI revolution future,prIzghoCZuQ
utopian,AI revolution future,jv-gnCQbhfM
utopian,AI revolution future,-HzgcbRXUK8
utopian,AI revolution future,2249TJJVDvw
utopian,AI revolution future,nWitDxLdpqs
utopian,AI revolution future,D8RtMHuFsUw
utopian,AI revolution future,TkWePjM-_00
utopian,AI revolution future,9lQpF3_WmkI
utopian,AI revolution future,GJeFoEw9x0M
utopian,AI revolution future,gWbDXlGTXW4
utopian,AI revolution future,EkuVqdj8O6E
utopian,AI revolution future,GUyPQO_-9Lg
utopian,AI revolution future,6tISUI2XOrY
utopian,AI revolution future,lTesjm-46g4
utopian,AI revolution future,HL-bQdXac44
utopian,AI revolution future,6oNbvhfoI9g
utopian,AI revolution future,jQeNMizD100
utopian,AI revolution future,gnW-ysrqE50
utopian,AI revolution future,lmAH9ncz5J8
utopian,AI revolution future,_hSJma1ZSpQ
utopian,AI revolution future,wWoSx73g1DI
utopian,AI revolution future,B62XdxLB2W4
utopian,AI revolution future,EwmY7psaZWM
utopian,AI revolution future,ppKmhUyI7Vc
utopian,AI revolution future,zQ1POHiR8m8
utopian,AI revolution future,fIkQ1fyUYNQ
utopian,AI revolution future,DFnoQkYUqgU
utopian,AI revolution future,PVfcH51RDlQ
utopian,AI revolution future,iDEcZXk-I1c
utopian,AI revolution future,qbrcZB-1hck
utopian,AI revolution future,1G-X70bnJEg
utopian,AI revolution future,JMYQmGfTltY
utopian,AI revolution future,1JIB5GwCc_E
utopian,AI revolution future,8VH_QBgqD3E
utopian,AI revolution future,xhM3BTq7exU
utopian,AI revolution future,O0OrU3IYjio
utopian,AI revolution future,BSzBVF7H8FM
utopian,AI revolution future,JI64Ka_tM3c
utopian,AI revolution future,Q6pRlS1mbEI
utopian,AI revolution future,CJHPIYvhrK0
utopian,AI revolution future,yoycgOMq1tI
utopian,AI revolution future,xYpGEFWfkrU
utopian,AI revolution future,GY_Ywqd3mzA
utopian,AI revolution future,9vZvmf6lVFY
utopian,AI revolution future,3ptjSgN9h08
utopian,AI revolution future,5QDsrXS_7dQ
utopian,AI revolution future,ZycifFeXa8E
utopian,AI revolution future,zJfZecYoPEA
utopian,AI revolution future,r3Bcu70UQUo
utopian,AI revolution future,2BrMzH5mLf4
utopian,AI revolution future,XSajFQXEeSE
utopian,AI revolution future,gZ1Hf5jfhU8
utopian,AI revolution future,NkUFkXhalYY
utopian,AI revolution future,pY4WFFrow2g
utopian,AI revolution future,mVRnyejdH-U
utopian,AI revolution future,cG3xbFC2DDw
utopian,AI revolution future,ZklNEulMZmM
utopian,AI revolution future,JfBGCHA9qEo
utopian,AI revolution future,mNQY4OPclac
utopian,AI revolution future,2GE92a9BJr4
utopian,AI revolution future,O8mqEOfU7sk
utopian,AI will improve society,ypicIkaiViM
utopian,AI will improve society,1UufaK3pQMg
utopian,AI will improve society,CRraHg4Ks_g
utopian,AI will improve society,uoU_1KORocQ
utopian,AI will improve society,pc1_v13nnuQ
utopian,AI will improve society,Ny-qhl4N9dY
utopian,AI will improve society,6JZEH1wpeBY
utopian,AI will improve society,sF0k4-DQlZg
utopian,AI will improve society,OVAPy5yAaJo
utopian,AI will improve society,zju51INmW7U
utopian,AI will improve society,qe9QSCF-d88
utopian,AI will improve society,392Qow_JBwk
utopian,AI will improve society,6GaWpvH7k6I
utopian,AI will improve society,O0qoP7dGdn4
utopian,AI will improve society,dthbi4lzO58
utopian,AI will improve society,Wd8RzZ3xn7w
utopian,AI will improve society,8WuwTcxqCBQ
utopian,AI will improve society,id4YRO7G0wE
utopian,AI will improve society,P_6RhqaMUts
utopian,AI will improve society,zWM_vXdesqE
utopian,AI will improve society,No8ZOZErpi0
utopian,AI will improve society,jt3Ul3rPXaE
utopian,AI will improve society,p_kF_SDB0-c
utopian,AI will improve society,3Oh4AvvYFqY
utopian,AI will improve society,IvbFnWhSlZM
utopian,AI will improve society,UtVzD-EZRW4
utopian,AI will improve society,A7VwouaWtic
utopian,AI will improve society,b0C56yqIkbk
utopian,AI will improve society,GJeFoEw9x0M
utopian,AI will improve society,Q4FdieW8HmQ
utopian,AI will improve society,vBtKyfvR41E
utopian,AI will improve society,p1yCOdp2vs0
utopian,AI will improve society,GwEjuhpo26o
utopian,AI will improve society,wrlNSMtS_dU
utopian,AI will improve society,GY_Ywqd3mzA
utopian,AI will improve society,58T5nl7mv4Y
utopian,AI will improve society,qyH3NxFz3Aw
utopian,AI will improve society,Q0TpWitfxPk
utopian,AI will improve society,5IclLYCZIjM
utopian,AI will improve society,ZgHm3t6sB9Q
utopian,AI will improve society,XDBLWU1kcCo
utopian,AI will improve society,m8WomdCLBqE
utopian,AI will improve society,w4rG5GY9IlA
utopian,AI will improve society,UclrVWafRAI
utopian,AI will improve society,jHrkQ928VNI
utopian,AI will improve society,WI74fr_GaZs
utopian,AI will improve society,uMwjKyAPR34
utopian,AI will improve society,LCM8nln0AMc
utopian,AI will improve society,AO5aW01DKHo
utopian,AI will improve society,9_PExs0Ciko
utopian,AI will improve society,wD-7eutiBEQ
utopian,AI will improve society,m-Wbn1htwdY
utopian,AI will improve society,QX1Xwzm9yHY
utopian,AI will improve society,5MWT_doo68k
utopian,AI will improve society,ziLmtuLm-LU
utopian,AI will improve society,RVGQqgKN6y4
utopian,AI will improve society,5sFBySzNIX0
utopian,AI will improve society,3RQisND_y04
utopian,AI will improve society,DvgnFDVcYS4
utopian,AI will improve society,e0VOcgmc484
utopian,AI will improve society,F-vEx81_h2w
utopian,AI will improve society,GCjmK66x_Yk
utopian,AI will improve society,iW-QpBtpzWU
utopian,AI will improve society,kqNHo_FMdMk
utopian,AI will improve society,CPYsED-kTeg
utopian,AI will improve society,k_onqn68GHY
utopian,AI will improve society,rTitZu_0UxM
utopian,AI will improve society,0bnxF9YfyFI
utopian,AI will improve society,_DJzYYCFmNE
utopian,AI will improve society,D87GZptEopc
utopian,AI will improve society,zu4r3YElEz0
utopian,AI will improve society,QurfoQ4wvaM
utopian,AI will improve society,ZV5Fx4qMDgA
utopian,AI will improve society,-0h8_PG0Kkc
utopian,AI will improve society,86k8N4YsA7c
utopian,AI will improve society,2eH_ooAKfeg
utopian,AI will improve society,EVKSgbqTxbw
utopian,AI will improve society,KK5fxtPhS4I
utopian,AI will improve society,USnj3OForzo
utopian,AI will improve society,sSiaB90XpII
utopian,AI will improve society,RiN33qvoDo0
utopian,AI will improve society,03KBHO80oh0
utopian,AI will improve society,3b8x_--X-Rw
utopian,AI will improve society,odUjxJy0YMo
utopian,AI will improve society,CGUHLjg7Mh4
utopian,AI will improve society,gMicQCf3UXE
utopian,AI will improve society,qtL5DgpX-YY
utopian,AI will improve society,lGXrdrQ8cQ0
utopian,AI will improve society,ywMtTQ3XVLQ
utopian,AI will improve society,CJHPIYvhrK0
utopian,AI will improve society,lTMJNHC3ffI
utopian,AI will improve society,gnRrx05N4yA
utopian,AI will improve society,m2TFnmbVUXY
utopian,AI will improve society,m-J9zx9nHVc
utopian,AI will improve society,YSSZHoyUynU
utopian,AI will improve society,Klo55E1WJCk
utopian,AI will improve society,WNIrQb7kO3Y
utopian,AI will improve society,qbrcZB-1hck
utopian,AI will improve society,5qBDQgfeB6s
utopian,AI will improve society,-Y3uvhLjGfE
utopian,AI will improve society,nA6ZdAZqloc
utopian,AI will improve society,spdzQazTBCM
utopian,AI will improve society,G29Q5_Gr-6A
utopian,AI will improve society,bpP_ZoIqMyI
utopian,AI will improve society,fIkQ1fyUYNQ
utopian,AI will improve society,OwGxo28xkhk
utopian,AI will improve society,WZ1yydHfCqw
utopian,AI will improve society,0j1HqEEDThc
